6,1
20,1
23,1
25,1
31,1
55,1
88,1
89,1
90,1
92,1
93,1
94,1
96,1
97,1
98,1
101,1
102,1
213,1
224,1
249,1
252,1
253,1
263,1
264,1
265,1
305,1
330,1
331,1
332,1
345,1
348,1
349,1
355,1
358,1
367,1
386,1
433,1
438,1
501,1
538,1
540,1
560,1
567,1
578,1
583,1
613,1
625,1
634,1
684,1
699,1
728,1
775,1
861,1
871,1
890,1
907,1
928,1
931,1
992,1
1000,1
1022,1
1036,1
1073,1
1138,1
1152,1
1154,1
1169,1
1175,1
1204,1
1207,1
1239,1
1242,1
1244,1
1302,1
1370,1
1441,1
1452,1
1606,1
1641,1
1665,1
1668,1
1669,1
1684,1
1717,1
1775,1
1779,1
1799,1
1815,1
1833,1
1849,1
1986,1
1998,1
2001,1
2012,1
2023,1
2050,1
2085,1
2088,1
2133,1
2160,1
2219,1
2284,1
2309,1
2310,1
2313,1
2336,1
2340,1
2342,1
2344,1
2457,1
2522,1
2573,1
2594,1
2643,1
2693,1
2696,1
2719,1
2737,1
2812,1
2864,1
2907,1
2932,1
2974,1
3015,1
3043,1
3066,1
3088,1
3107,1
3108,1
3146,1
3223,1
3289,1
3323,1
3399,1
3419,1
3424,1
3425,1
3465,1
3484,1
3573,1
3684,1
3685,1
3707,1
4248,1
4961,1
4962,1
4964,1
4966,1
6321,1
7461,1
8711,1
9658,1
9669,1
9675,1
10295,1
10299,1
10304,1
10831,1
10857,1
11429,1
11430,1
11765,1
12713,1
12828,1
12896,1
12961,1
13238,1
13840,1
13846,1
6,3
231,3
700,3
1149,3
1452,3
1807,3
1820,3
2177,3
2388,3
2556,3
2667,3
2893,3
3279,3
3323,3
3470,3
3609,3
3612,3
3622,3
4199,3
9409,3
10554,3
10626,3
11430,3
12369,3
12577,3
13766,3
9,4
11,4
15,4
16,4
284,4
450,4
456,4
591,4
616,4
661,4
821,4
835,4
999,4
1006,4
1022,4
1053,4
1074,4
1091,4
1239,4
1347,4
1379,4
1390,4
1391,4
1454,4
1459,4
1639,4
1649,4
1653,4
1663,4
1705,4
1764,4
1779,4
1823,4
1837,4
1843,4
1958,4
2077,4
2359,4
2509,4
2511,4
2535,4
2542,4
2543,4
2612,4
2654,4
2724,4
2818,4
2865,4
2996,4
3032,4
3206,4
3243,4
3377,4
3387,4
3396,4
3413,4
3513,4
3707,4
3713,4
3716,4
3720,4
9347,4
9414,4
9998,4
10567,4
10647,4
11252,4
11386,4
11454,4
11467,4
12618,4
12749,4
12902,4
12923,4
37,7
39,7
40,7
41,7
42,7
43,7
44,7
45,7
46,7
47,7
50,7
51,7
178,7
350,7
351,7
375,7
515,7
595,7
635,7
766,7
802,7
852,7
856,7
1028,7
1261,7
1317,7
1342,7
1442,7
1472,7
1474,7
1511,7
1514,7
1563,7
1586,7
1588,7
1621,7
1636,7
1637,7
1671,7
1724,7
1749,7
1777,7
1812,7
1891,7
1951,7
1957,7
1972,7
2060,7
2089,7
2140,7
2142,7
2167,7
2172,7
2244,7
2427,7
2480,7
2508,7
2550,7
2618,7
2762,7
2777,7
2911,7
2941,7
3184,7
3325,7
3332,7
3355,7
3366,7
3409,7
3429,7
3448,7
3451,7
3452,7
3453,7
3509,7
4057,7
4205,7
4206,7
4207,7
4210,7
4212,7
4213,7
4214,7
4221,7
4226,7
4227,7
4996,7
6653,7
9471,7
9496,7
9497,7
10192,7
10197,7
10722,7
10725,7
10729,7
11132,7
11574,7
11575,7
11579,7
11580,7
12599,7
12619,7
12727,7
12728,7
12767,7
12783,7
12932,7
12959,7
13004,7
13076,7
13116,7
13298,7
13348,7
13496,7
13519,7
13549,7
13639,7
13703,7
13712,7
13791,7
13801,7
13810,7
33,8
34,8
35,8
36,8
52,8
55,8
56,8
58,8
59,8
132,8
187,8
226,8
281,8
308,8
314,8
319,8
325,8
382,8
435,8
501,8
659,8
686,8
746,8
850,8
862,8
866,8
869,8
881,8
911,8
1000,8
1004,8
1014,8
1020,8
1088,8
1108,8
1134,8
1185,8
1218,8
1262,8
1280,8
1283,8
1292,8
1298,8
1302,8
1310,8
1407,8
1616,8
1682,8
1683,8
1735,8
1736,8
1747,8
1775,8
1829,8
1932,8
1936,8
2022,8
2028,8
2127,8
2139,8
2210,8
2212,8
2224,8
2241,8
2260,8
2283,8
2287,8
2399,8
2400,8
2401,8
2417,8
2421,8
2443,8
2486,8
2487,8
2491,8
2494,8
2577,8
2580,8
2588,8
2610,8
2665,8
2676,8
2701,8
2810,8
2831,8
2837,8
2888,8
2925,8
2944,8
3002,8
3013,8
3049,8
3051,8
3121,8
3126,8
3128,8
3151,8
3274,8
3303,8
3318,8
3327,8
3335,8
3356,8
3361,8
3412,8
3449,8
3493,8
4396,8
4398,8
4400,8
4401,8
4405,8
4408,8
4412,8
7126,8
9462,8
10361,8
10748,8
11387,8
11553,8
12560,8
12585,8
12676,8
12830,8
12867,8
12953,8
13280,8
13782,8
13842,8
1,9
60,9
61,9
63,9
64,9
67,9
68,9
70,9
71,9
73,9
153,9
311,9
312,9
327,9
328,9
329,9
370,9
383,9
390,9
428,9
448,9
572,9
598,9
613,9
660,9
865,9
964,9
994,9
997,9
1093,9
1097,9
1124,9
1136,9
1157,9
1216,9
1233,9
1235,9
1258,9
1380,9
1394,9
1397,9
1398,9
1447,9
1509,9
1634,9
1702,9
1707,9
1718,9
1740,9
1765,9
1797,9
1842,9
1870,9
1899,9
2042,9
2076,9
2081,9
2103,9
2106,9
2115,9
2148,9
2181,9
2190,9
2367,9
2397,9
2562,9
2563,9
2627,9
2639,9
2641,9
2657,9
2697,9
2874,9
2938,9
2951,9
2966,9
2973,9
2977,9
3069,9
3086,9
3087,9
3102,9
3119,9
3181,9
3205,9
3211,9
3216,9
3235,9
3278,9
3314,9
3325,9
3402,9
3474,9
3502,9
4454,9
4458,9
4459,9
4463,9
4465,9
4471,9
4472,9
5166,9
5418,9
7082,9
8212,9
9372,9
10226,9
10227,9
10760,9
10761,9
10764,9
11409,9
11614,9
11618,9
11622,9
11625,9
12702,9
12718,9
12719,9
12812,9
12837,9
12957,9
12962,9
13702,9
13729,9
13744,9
13760,9
13848,9
21,10
76,10
77,10
79,10
81,10
82,10
84,10
109,10
112,10
115,10
205,10
206,10
231,10
232,10
255,10
262,10
265,10
281,10
287,10
322,10
339,10
347,10
365,10
396,10
398,10
400,10
417,10
428,10
432,10
434,10
444,10
461,10
476,10
492,10
522,10
529,10
530,10
532,10
541,10
550,10
553,10
562,10
571,10
592,10
593,10
594,10
610,10
622,10
624,10
629,10
630,10
631,10
637,10
640,10
650,10
667,10
668,10
678,10
680,10
698,10
702,10
711,10
717,10
727,10
738,10
744,10
745,10
758,10
772,10
779,10
808,10
812,10
826,10
830,10
841,10
882,10
896,10
900,10
903,10
904,10
906,10
910,10
914,10
918,10
920,10
940,10
976,10
1026,10
1031,10
1037,10
1050,10
1060,10
1095,10
1110,10
1119,10
1129,10
1145,10
1155,10
1189,10
1195,10
1241,10
1256,10
1268,10
1287,10
1294,10
1343,10
1354,10
1448,10
1451,10
1453,10
1490,10
1497,10
1513,10
1515,10
1560,10
1576,10
1582,10
1608,10
1643,10
1709,10
1723,10
1731,10
1744,10
1756,10
1763,10
1764,10
1774,10
1778,10
1790,10
1807,10
1820,10
1839,10
1845,10
1854,10
1856,10
1880,10
1902,10
1917,10
1971,10
1980,10
1989,10
1996,10
2000,10
2009,10
2048,10
2052,10
2053,10
2064,10
2116,10
2122,10
2143,10
2159,10
2161,10
2177,10
2186,10
2194,10
2218,10
2263,10
2286,10
2299,10
2300,10
2301,10
2303,10
2316,10
2348,10
2350,10
2353,10
2357,10
2388,10
2424,10
2445,10
2468,10
2475,10
2493,10
2536,10
2552,10
2619,10
2638,10
2650,10
2653,10
2667,10
2682,10
2726,10
2729,10
2789,10
2871,10
2873,10
2887,10
2893,10
2908,10
2927,10
2943,10
2992,10
2997,10
3020,10
3085,10
3124,10
3144,10
3154,10
3185,10
3215,10
3217,10
3225,10
3239,10
3245,10
3274,10
3277,10
3310,10
3371,10
3407,10
3423,10
3446,10
3450,10
3512,10
3534,10
3579,10
3614,10
3980,10
3984,10
4244,10
4525,10
4526,10
4527,10
4531,10
4532,10
4547,10
4601,10
4613,10
8696,10
9390,10
9587,10
9596,10
9599,10
10099,10
10253,10
10593,10
10616,10
10626,10
10780,10
10786,10
10788,10
10800,10
10831,10
11274,10
11299,10
11363,10
11432,10
11563,10
11658,10
11668,10
11669,10
12298,10
12360,10
12495,10
12573,10
12699,10
12703,10
12740,10
12800,10
12827,10
12884,10
12937,10
13299,10
13301,10
13309,10
13717,10
13723,10
13732,10
13734,10
13783,10
13817,10
13835,10
85,11
301,11
374,11
398,11
1131,11
1201,11
1237,11
1431,11
1744,11
1764,11
1827,11
2016,11
2653,11
3040,11
3282,11
3979,11
3990,11
4740,11
4741,11
12504,11
12621,11
13826,11
22,12
87,12
208,12
259,12
299,12
389,12
439,12
492,12
504,12
518,12
527,12
569,12
579,12
700,12
729,12
741,12
757,12
761,12
778,12
796,12
817,12
827,12
896,12
919,12
958,12
971,12
1002,12
1019,12
1031,12
1043,12
1045,12
1102,12
1117,12
1129,12
1163,12
1169,12
1177,12
1229,12
1238,12
1246,12
1253,12
1256,12
1264,12
1277,12
1278,12
1285,12
1305,12
1358,12
1465,12
1495,12
1516,12
1517,12
1529,12
1595,12
1604,12
1678,12
1708,12
1713,12
1728,12
1814,12
1869,12
1876,12
1879,12
1893,12
1999,12
2058,12
2082,12
2114,12
2136,12
2215,12
2226,12
2228,12
2304,12
2337,12
2350,12
2408,12
2477,12
2640,12
2677,12
2774,12
2775,12
2778,12
2781,12
2794,12
2797,12
2887,12
2900,12
2921,12
2936,12
3006,12
3016,12
3025,12
3041,12
3043,12
3058,12
3096,12
3163,12
3166,12
3177,12
3264,12
3276,12
3295,12
3325,12
3337,12
3345,12
3348,12
3394,12
3433,12
3436,12
3571,12
4853,12
4858,12
4859,12
4860,12
4861,12
4862,12
4863,12
4866,12
4870,12
4872,12
4874,12
6940,12
9634,12
9636,12
9638,12
9641,12
10283,12
10608,12
10833,12
10834,12
10835,12
11274,12
11421,12
11737,12
11742,12
11745,12
12561,12
12579,12
12614,12
12704,12
12717,12
12771,12
12797,12
12834,12
12973,12
13385,12
13893,12
105,13
106,13
107,13
335,13
369,13
385,13
485,13
777,13
827,13
864,13
884,13
970,13
1002,13
1042,13
1057,13
1166,13
1286,13
1443,13
1469,13
1549,13
1695,13
1733,13
1873,13
1882,13
2138,13
2264,13
2352,13
2450,13
2529,13
2551,13
2609,13
2672,13
2722,13
2751,13
2850,13
2901,13
2935,13
3204,13
3281,13
3373,13
3408,13
5249,13
5251,13
5252,13
5259,13
9722,13
9724,13
9725,13
9727,13
10334,13
10909,13
11261,13
11264,13
11860,13
117,15
119,15
121,15
123,15
124,15
126,15
227,15
414,15
431,15
497,15
506,15
601,15
612,15
722,15
730,15
764,15
843,15
859,15
944,15
1016,15
1112,15
1164,15
1245,15
1255,15
1270,15
1331,15
1365,15
1366,15
1499,15
1611,15
1657,15
1689,15
1739,15
1796,15
1919,15
1990,15
1991,15
2094,15
2099,15
2132,15
2137,15
2180,15
2203,15
2216,15
2220,15
2222,15
2223,15
2229,15
2237,15
2252,15
2257,15
2271,15
2307,15
2308,15
2416,15
2431,15
2458,15
2492,15
2541,15
2549,15
2629,15
2651,15
2652,15
2658,15
2660,15
2663,15
2679,15
2691,15
2716,15
2776,15
2780,15
2785,15
2819,15
2896,15
2965,15
2970,15
2989,15
3001,15
3017,15
3018,15
3029,15
3038,15
3042,15
3112,15
3150,15
3207,15
3263,15
3266,15
3267,15
3269,15
3309,15
3315,15
3335,15
3388,15
3392,15
3404,15
3417,15
3483,15
3485,15
3492,15
3520,15
3541,15
3565,15
3581,15
3587,15
3593,15
5483,15
5484,15
5486,15
5487,15
5488,15
5489,15
5495,15
5496,15
5497,15
5498,15
5499,15
5500,15
5502,15
5503,15
5504,15
5505,15
5511,15
6381,15
6616,15
6617,15
8065,15
9784,15
9786,15
9787,15
9789,15
9790,15
9792,15
9793,15
9794,15
9795,15
9796,15
9798,15
10383,15
10384,15
10387,15
